Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	orig.sound.file	song.type.lek	SNR
1	2	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	1	1	Spectrogram 1	1	1172.32545392787	2648.15842700099	start_marker	NA	NA
2.1	2.2621768707483	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	2.1	2	Spectrogram 1	1	1659.86	11010.3594	0.SAT.1972.4.20.ITM70865A-107.WAV_3	SAT-A1	9.4474437905
2.3621768707483	2.48739229024943	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	2.3621768707483	3	Spectrogram 1	1	1616.2	10966.6994	159.SJA.2012.6.1.7.40.WAV_4	SJA-F3	20.6917859873
2.58739229024943	2.76149659863946	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	2.58739229024943	4	Spectrogram 1	1	2180.8023272	11531.3017272	0.BR1.2014.8.4.7.19.WAV_2	BR1-F1	9.8741580028
2.86149659863946	3.05015873015873	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	2.86149659863946	5	Spectrogram 1	1	2348.5	11698.9994	0.SUR.2018.7.21.8.20.WAV_2	SUR-K5	10.0955333086204
3.15015873015873	3.28616780045351	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	3.15015873015873	6	Spectrogram 1	1	1833.508	11184.0074	0.HC1.2011.8.7.8.37.WAV_3	HC1-C4	26.039682199
3.38616780045351	3.5221768707483	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	3.38616780045351	7	Spectrogram 1	1	1833.508	11184.0074	0.HC1.2011.8.7.8.37.WAV_3	HC1-C4	26.039682199
3.6221768707483	3.75551020408163	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	3.6221768707483	8	Spectrogram 1	1	2528.0971293	11878.5965293	0.BR2.2013.6.6.6.55.WAV_4	BR2-C1	12.9221463441
3.85551020408163	3.99183673469388	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	3.85551020408163	9	Spectrogram 1	1	1619.4	10969.8994	0.HC1.1991.2.14.10.10.WAV_4	HC1-C1	14.2663882174944
4.09183673469388	4.22356009070295	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	4.09183673469388	10	Spectrogram 1	1	1934.9	11285.3994	0.HC1.1992.2.15.3.29.WAV_4	HC1-F2	19.8414382080458
4.32356009070295	4.47489795918367	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	4.32356009070295	11	Spectrogram 1	1	2021.6431843	11372.1425843	0.TR2.2013.4.17.9.09.WAV_1	TR2-C1	10.4702267707
4.57489795918367	4.72430839002268	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	4.57489795918367	12	Spectrogram 1	1	1833.5075251	11184.0069251	0.CCL.1970.3.26.ITM70861A-75-2.WAV_1-5	CCL-F1	12.3628796121
4.82430839002268	4.928820861678	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	4.82430839002268	13	Spectrogram 1	1	1799.5468399	11150.0462399	0.TR1.2011.8.2.7.03.WAV_5	TR1-D1	20.0337413304
5.028820861678	5.21448979591837	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	5.028820861678	14	Spectrogram 1	1	1942.4	11292.8994	0.CCL.2019.7.16.8.57.WAV_4	CCL-N2	12.7075992953533
5.31448979591837	5.41591836734694	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	5.31448979591837	15	Spectrogram 1	1	2065.9826137	11416.4820137	0.TR1.2012.7.31.7.24.WAV_5	TR1-D3	21.5548282868
5.51591836734694	5.67356009070295	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	5.51591836734694	16	Spectrogram 1	1	2065.0373932	11415.5367932	0.BR1.2014.8.3.5.53.WAV_3	BR1-C2	13.0063709399
5.77356009070295	5.89385487528345	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	5.77356009070295	17	Spectrogram 1	1	2181.754	11532.2534	40.SUR.2011.6.8.8.21.WAV_2	SUR-F5	20.2063611039
5.99385487528345	6.14256235827664	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	5.99385487528345	18	Spectrogram 1	1	2135.028	11485.5274	0.SUR.1969.8.16.ITM70861B-32.WAV_3-4	SUR-A3	10.2833535459
6.24256235827664	6.33607709750567	all_songtypes_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/all_songtypes_master.wav	6.24256235827664	19	Spectrogram 1	1	2865.4695739	12215.9689739	0.TR1.2013.4.22.7.54.WAV_3-7	TR1-D2	14.7150657011
